customer_id,age,gender,subscription_type,monthly_charges,tenure_in_months,login_frequency,last_login_days,watch_time,payment_failures,customer_support_calls,churn
2332,70,Female,Basic,10.4,40,16,0,30.4,0,2,0
2333,26,Male,Basic,10.09,8,11,8,2.9,0,2,1
2334,27,Female,Standard,21.65,5,18,1,7.3,0,2,1
2335,69,Female,Premium,34.81,26,11,2,18.8,0,1,0
2336,70,Female,Standard,24.87,26,14,4,10.9,0,2,0
2337,43,Female,Basic,11.98,55,16,7,56.5,2,2,0
2338,58,Female,Standard,18.98,1,9,18,63.6,0,1,1
2339,52,Male,Basic,13.11,46,11,6,14.0,1,1,0
2340,69,Male,Premium,37.55,17,14,7,15.5,0,0,0
2341,42,Male,Standard,24.42,23,17,2,25.8,0,1,0
2342,43,Female,Basic,14.01,2,7,8,12.2,0,1,0
2343,28,Female,Basic,12.12,13,24,4,4.2,0,0,1
2344,55,Female,Premium,34.88,6,15,13,27.5,0,1,0
2345,19,Female,Basic,14.27,7,14,3,26.8,0,2,0
2346,24,Male,Premium,32.86,16,15,4,5.6,0,1,0
2347,35,Male,Basic,11.07,40,12,3,35.8,0,0,0
2348,44,Female,Basic,10.84,32,13,11,19.0,5,2,0
2349,51,Female,Standard,15.99,21,7,21,5.4,2,1,1
2350,44,Male,Premium,36.05,18,23,2,21.1,0,2,0
2351,34,Female,Premium,27.55,13,18,4,5.3,2,1,1
2352,60,Female,Basic,11.21,72,18,8,6.2,0,1,0
2353,61,Female,Basic,11.48,19,18,15,37.7,0,1,0
2354,68,Male,Basic,12.79,7,9,4,53.0,1,3,0
2355,41,Male,Standard,19.57,6,8,0,5.9,0,2,1
2356,42,Female,Standard,22.06,22,12,3,52.6,0,1,0
2357,24,Male,Premium,26.77,17,10,5,5.5,2,0,0
2358,69,Female,Premium,27.73,1,9,3,2.5,1,1,1
2359,23,Female,Basic,12.49,42,18,1,1.2,0,3,0
2360,70,Male,Standard,19.02,29,18,0,5.5,2,1,1
2361,41,Female,Premium,30.13,26,14,8,9.7,0,2,0
2362,50,Female,Premium,26.93,1,14,34,52.5,0,4,1
2363,66,Male,Basic,14.47,10,18,17,5.5,2,0,1
2364,46,Female,Basic,13.45,65,22,8,9.1,0,0,0
2365,60,Female,Standard,17.08,47,12,12,26.5,0,2,0
2366,39,Female,Basic,10.32,8,16,2,7.2,1,2,1
2367,43,Male,Basic,14.86,4,16,6,23.1,0,2,1
2368,45,Female,Basic,13.4,14,16,0,11.3,1,5,0
2369,67,Male,Standard,19.75,10,17,8,4.4,0,1,1
2370,38,Female,Basic,13.5,27,12,24,26.5,0,1,0
2371,66,Female,Basic,13.77,72,26,13,0.5,1,2,1
2372,24,Female,Basic,13.89,10,11,5,6.9,0,5,0
2373,34,Female,Premium,32.68,1,16,10,8.8,0,1,0
2374,37,Male,Premium,32.01,54,17,20,12.3,0,2,0
2375,58,Male,Standard,16.09,1,16,1,22.8,0,2,0
2376,66,Female,Standard,24.33,72,17,11,12.3,0,1,0
2377,37,Female,Premium,34.44,26,26,2,18.0,0,0,0
2378,39,Female,Basic,11.01,68,18,14,18.1,3,0,1
2379,45,Female,Basic,14.59,5,12,0,9.3,2,3,1
2380,57,Female,Basic,14.56,1,16,1,54.4,0,3,0
2381,66,Female,Basic,14.94,16,16,8,62.4,0,2,0
2382,24,Female,Basic,14.36,14,21,1,17.4,0,3,0
2383,18,Female,Premium,39.96,9,11,1,1.5,1,0,0
2384,49,Male,Standard,18.19,72,14,5,13.5,0,1,0
2385,30,Male,Standard,23.57,41,6,12,4.1,1,1,0
2386,47,Male,Premium,37.51,26,9,2,13.2,1,0,0
2387,40,Female,Basic,11.14,4,12,12,4.2,1,2,0
2388,68,Female,Basic,10.48,31,16,11,24.3,1,3,1
2389,36,Female,Standard,24.8,31,13,6,1.7,1,1,0
2390,49,Male,Standard,18.65,13,9,7,61.3,0,2,0
2391,47,Female,Basic,14.34,62,16,0,4.3,0,0,0
2392,46,Male,Standard,16.03,4,15,3,21.6,1,0,0
2393,66,Female,Standard,16.18,7,15,2,49.8,0,0,0
2394,62,Male,Standard,20.18,1,22,1,5.7,0,0,0
2395,46,Male,Standard,18.14,38,15,3,54.5,0,1,0
2396,47,Male,Basic,13.44,23,17,3,9.8,0,2,0
2397,33,Female,Basic,12.82,9,8,9,64.6,0,2,0
2398,57,Male,Standard,16.69,4,17,6,71.1,1,0,0
2399,36,Female,Basic,10.8,1,17,17,4.2,0,0,1
2400,35,Female,Premium,31.42,4,17,1,35.6,1,1,0
2401,18,Female,Standard,17.66,14,14,0,4.3,0,0,1
2402,31,Female,Basic,13.95,6,15,5,5.1,0,2,1
2403,68,Female,Premium,31.81,7,18,0,1.8,2,1,1
2404,64,Male,Standard,16.83,50,16,10,3.4,0,1,1
2405,67,Female,Basic,12.41,17,16,4,20.0,0,1,0
2406,19,Female,Premium,27.26,31,15,4,11.9,0,0,0
2407,45,Female,Premium,27.8,1,20,3,31.3,0,0,0
2408,66,Female,Standard,18.15,10,12,3,8.1,1,1,1
2409,67,Female,Basic,14.29,15,16,3,69.2,1,1,0
2410,47,Male,Standard,24.31,4,11,0,1.0,1,1,1
2411,55,Male,Premium,37.56,3,22,0,1.3,1,3,1
2412,68,Female,Basic,11.66,49,23,4,24.2,1,5,0
2413,21,Male,Basic,11.35,67,20,1,43.7,0,0,0
2414,18,Male,Premium,33.68,1,10,10,31.7,1,0,0
2415,25,Female,Basic,13.6,10,17,2,13.5,0,2,0
2416,46,Male,Premium,39.9,72,14,0,6.3,0,1,0
2417,56,Female,Standard,17.17,2,11,1,0.3,0,1,1
2418,20,Male,Standard,16.43,24,13,3,14.2,1,2,0
2419,49,Male,Basic,13.46,72,17,0,12.9,1,1,0
2420,27,Male,Premium,37.64,72,15,1,8.4,0,4,0
2421,27,Female,Basic,14.22,15,12,2,17.3,1,1,0
2422,36,Male,Standard,22.1,4,15,2,26.1,0,1,0
2423,63,Male,Standard,24.58,5,18,11,24.1,0,4,0
2424,51,Female,Standard,20.59,52,18,12,6.1,0,3,0
2425,50,Female,Premium,38.78,58,25,1,17.6,1,3,0
2426,40,Male,Standard,24.7,22,17,0,3.2,0,0,0
2427,45,Female,Basic,14.23,34,9,7,2.6,0,3,1
2428,49,Male,Premium,30.33,32,13,11,30.8,1,4,0
2429,67,Male,Standard,17.76,26,16,23,23.7,1,2,0
2430,24,Female,Basic,12.73,42,11,0,29.2,0,1,0
2431,46,Female,Basic,12.26,27,10,3,3.3,0,0,1
2432,25,Female,Premium,38.28,18,18,9,49.2,1,0,0
2433,18,Male,Basic,10.49,6,10,12,2.9,1,2,1
2434,20,Female,Standard,18.31,32,13,0,40.8,0,0,0
2435,41,Male,Standard,22.76,15,16,7,8.7,1,2,1
2436,40,Female,Basic,10.46,8,7,2,2.2,0,2,1
2437,25,Male,Standard,18.88,38,14,0,6.8,0,2,0
2438,64,Female,Basic,11.93,28,16,4,4.0,1,2,1
2439,54,Male,Standard,21.59,66,14,1,13.5,0,1,0
2440,20,Female,Standard,17.41,4,10,9,59.8,0,1,0
2441,68,Male,Standard,23.74,25,15,9,7.9,0,1,0
2442,50,Female,Standard,20.02,6,18,12,18.9,1,0,0
2443,45,Female,Premium,38.83,56,15,3,44.5,3,3,0
2444,64,Male,Premium,32.54,2,16,0,19.9,0,3,0
2445,25,Female,Basic,11.37,25,11,2,9.0,0,2,0
2446,51,Male,Basic,10.7,37,15,4,93.9,0,3,0
2447,52,Male,Standard,16.02,10,14,8,4.2,0,2,1
2448,49,Female,Premium,33.44,72,15,3,14.8,0,1,0
2449,41,Male,Premium,27.49,45,12,5,31.9,1,1,0
2450,31,Female,Premium,31.47,8,13,5,0.0,0,2,0
2451,49,Female,Basic,12.94,1,9,1,24.2,1,4,1
2452,63,Male,Standard,18.47,8,17,6,6.2,0,1,1
2453,60,Female,Standard,17.57,7,14,4,3.7,0,3,1
2454,33,Male,Basic,13.86,52,14,11,6.4,0,3,0
2455,21,Male,Basic,14.72,72,12,8,68.1,0,1,0
2456,69,Female,Premium,27.4,1,11,0,44.5,0,2,0
2457,54,Female,Basic,10.77,15,17,4,4.8,0,1,0
2458,38,Male,Basic,14.79,19,17,8,2.5,0,3,1
2459,31,Male,Basic,10.18,2,14,0,9.1,0,0,0
2460,48,Female,Premium,39.68,11,17,11,17.9,1,1,0
2461,65,Female,Standard,16.03,9,12,1,40.4,0,2,0
2462,35,Female,Standard,23.85,18,14,4,67.7,1,2,0
2463,24,Female,Premium,30.29,25,11,19,27.8,0,2,0
2464,27,Male,Basic,14.68,29,16,5,18.3,2,0,1
2465,24,Female,Standard,18.84,3,8,3,3.1,1,3,0
2466,50,Male,Basic,13.26,40,10,0,1.5,1,1,1
2467,40,Male,Basic,10.39,27,12,1,18.1,0,3,0
2468,38,Female,Premium,29.38,52,15,6,15.5,1,1,0
2469,36,Male,Premium,36.82,14,11,4,37.4,0,2,0
2470,65,Female,Basic,12.63,53,5,3,7.8,1,2,1
2471,36,Male,Basic,14.63,48,18,17,0.8,1,1,1
2472,53,Female,Standard,19.85,13,16,2,11.0,1,3,0
2473,46,Male,Basic,14.34,11,14,5,69.6,0,1,0
2474,35,Male,Basic,12.23,64,18,5,31.8,0,1,0
2475,19,Female,Basic,14.89,30,12,5,0.7,1,2,1
2476,18,Female,Basic,14.79,63,17,4,41.5,0,0,0
2477,64,Male,Premium,30.6,38,20,2,12.8,0,2,0
2478,22,Male,Basic,14.42,22,15,16,9.1,0,1,0
2479,37,Female,Basic,14.23,2,18,4,8.5,0,0,1
2480,28,Male,Standard,17.89,8,23,5,18.1,1,5,0
2481,59,Female,Premium,34.73,72,17,7,15.1,0,0,0
2482,19,Male,Basic,10.35,9,9,0,21.4,1,0,1
2483,20,Female,Basic,14.17,2,14,10,17.0,2,2,1
2484,40,Male,Basic,10.86,29,8,5,3.1,1,2,1
2485,29,Female,Standard,16.63,31,12,7,5.9,1,1,1
2486,37,Female,Standard,19.59,8,12,10,36.8,0,1,0
2487,22,Male,Premium,34.07,8,15,14,21.8,2,0,0
2488,54,Female,Premium,37.96,15,12,3,11.9,0,4,0
2489,55,Male,Premium,39.63,1,19,11,4.0,0,4,0
2490,47,Female,Standard,19.95,37,12,2,0.2,1,2,0
2491,26,Female,Standard,16.53,9,20,7,7.5,1,1,1
2492,51,Female,Basic,13.74,46,11,0,1.1,0,4,0
2493,70,Male,Premium,33.9,38,14,0,13.2,1,1,0
2494,61,Female,Basic,12.23,25,15,0,34.5,1,3,1
2495,52,Male,Basic,11.54,9,9,2,6.7,4,0,0
2496,69,Female,Standard,20.51,17,16,0,37.6,0,1,0
2497,39,Male,Basic,11.68,14,14,6,24.4,0,0,0
2498,61,Male,Standard,22.8,9,10,2,2.7,2,1,0
2499,41,Male,Standard,20.89,45,19,9,20.7,1,1,0
2500,34,Female,Standard,23.88,15,10,0,3.3,0,2,0
2501,27,Male,Premium,33.6,42,12,1,21.3,0,0,0
2502,47,Female,Basic,11.18,2,13,3,3.1,1,2,1
2503,63,Male,Standard,23.65,3,14,3,10.0,0,1,1
2504,40,Male,Standard,21.0,72,14,0,16.7,1,1,0
2505,49,Male,Standard,17.85,21,17,35,1.0,0,1,1
2506,34,Male,Premium,34.72,17,16,2,3.3,1,0,1
2507,67,Female,Basic,11.78,17,15,8,7.7,0,0,1
2508,68,Male,Standard,23.59,5,17,1,12.4,1,1,1
2509,34,Male,Basic,12.26,30,17,14,39.1,0,1,0
2510,31,Female,Premium,36.16,2,11,3,4.1,0,5,0
2511,26,Male,Basic,10.47,20,14,16,8.5,1,1,1
2512,57,Male,Standard,19.55,20,19,2,12.9,0,1,0
2513,19,Male,Basic,14.91,58,14,0,7.0,0,3,0
2514,62,Male,Basic,14.03,17,12,5,19.7,0,2,0
2515,42,Female,Standard,17.43,3,13,5,5.9,0,2,0
2516,56,Female,Premium,29.88,20,23,0,29.6,0,2,0
2517,26,Male,Standard,18.96,2,20,1,14.1,0,1,0
2518,39,Female,Premium,35.1,5,10,10,1.8,0,2,1
2519,60,Female,Standard,22.8,1,18,0,19.7,0,0,0
2520,63,Male,Standard,22.74,17,17,4,16.8,0,2,0
2521,21,Female,Basic,12.54,2,21,5,8.3,0,0,0
2522,43,Male,Premium,37.34,15,10,8,0.2,1,3,1
2523,46,Female,Basic,12.18,64,16,0,4.5,1,0,0
2524,62,Female,Premium,27.72,30,17,6,10.4,0,1,0
2525,51,Female,Premium,33.89,1,12,0,4.5,0,3,1
2526,40,Male,Premium,39.32,6,11,2,17.2,1,4,0
2527,54,Female,Standard,23.13,26,13,4,24.9,0,2,0
2528,28,Male,Standard,21.2,54,17,16,38.8,1,3,1
2529,23,Male,Premium,35.05,1,5,0,20.8,1,2,1
2530,35,Female,Basic,14.64,40,20,1,23.4,0,0,0
2531,38,Male,Standard,19.85,19,17,7,18.8,0,1,0
2532,59,Female,Basic,11.65,18,12,3,84.7,0,1,0
2533,53,Male,Standard,24.79,72,16,6,6.0,1,3,0
2534,58,Male,Basic,14.31,33,18,41,6.2,0,0,1
2535,55,Female,Basic,11.61,45,19,30,2.7,0,1,1
2536,51,Female,Basic,12.31,10,17,3,13.3,0,3,0
2537,34,Female,Standard,19.73,19,19,4,2.0,0,1,1
2538,54,Female,Standard,17.33,22,18,16,6.3,0,4,1
2539,42,Male,Basic,14.78,9,12,0,13.2,0,3,0
2540,55,Male,Standard,19.63,20,5,4,63.2,3,2,1
2541,29,Male,Basic,14.37,6,14,3,66.4,0,3,0
2542,40,Female,Standard,17.69,3,15,2,27.2,0,1,1
2543,70,Male,Standard,20.92,11,20,36,9.9,0,1,1
2544,59,Female,Standard,16.21,32,17,9,40.1,0,1,0
2545,39,Male,Standard,22.87,59,11,3,41.7,0,3,0
2546,38,Female,Basic,12.89,14,11,12,48.2,0,1,0
2547,44,Male,Premium,34.75,24,12,4,20.4,0,0,0
2548,48,Male,Standard,16.46,2,14,14,4.5,0,2,1
2549,23,Female,Standard,17.89,56,21,2,1.9,0,2,0
2550,44,Male,Standard,16.66,20,20,1,49.2,1,2,0
2551,57,Female,Basic,11.43,36,7,1,1.1,3,1,1
2552,51,Male,Standard,21.64,37,21,5,7.0,0,1,0
2553,29,Male,Standard,21.09,7,17,2,13.3,1,3,0
2554,62,Female,Basic,13.05,18,19,1,0.4,0,1,1
2555,70,Female,Basic,12.74,72,16,36,47.5,0,3,1
2556,24,Male,Basic,11.36,2,19,16,6.8,0,1,1
2557,27,Male,Premium,29.41,27,18,7,0.6,0,1,1
2558,62,Male,Standard,17.22,72,18,15,100.0,1,1,1
2559,34,Male,Basic,14.24,8,10,19,7.5,0,1,1
2560,43,Male,Basic,13.07,47,15,7,41.9,1,1,0
2561,38,Male,Standard,17.67,65,14,5,12.1,3,1,1
2562,45,Female,Premium,28.47,32,15,14,21.8,1,0,0
2563,63,Female,Basic,14.36,6,12,5,5.5,0,0,0
2564,19,Female,Basic,13.7,9,16,0,14.0,0,0,0
2565,60,Male,Premium,35.22,1,16,3,6.0,0,0,0
2566,18,Male,Basic,12.02,42,14,4,60.4,1,1,0
2567,68,Male,Basic,11.3,45,19,19,1.3,0,1,0
2568,70,Female,Premium,39.7,24,21,7,6.4,1,1,0
2569,53,Female,Standard,23.17,10,7,14,44.7,1,3,1
2570,68,Male,Basic,11.5,1,22,9,13.1,0,2,0
2571,43,Male,Basic,14.23,33,9,2,18.3,0,2,0
2572,46,Female,Basic,13.78,31,15,8,21.1,0,1,1
2573,38,Female,Basic,11.48,58,15,1,1.5,0,1,0
2574,28,Female,Premium,31.96,31,20,3,0.4,1,1,0
2575,57,Male,Standard,17.66,42,10,11,55.6,0,2,0
2576,28,Male,Standard,16.99,32,16,6,6.3,1,2,1
2577,53,Male,Premium,36.11,23,9,12,9.6,2,0,0
2578,66,Female,Standard,18.4,13,9,2,22.9,1,1,0
2579,56,Female,Basic,14.09,55,11,9,5.4,0,4,0
2580,57,Male,Standard,24.95,25,16,1,26.4,0,1,0
2581,52,Male,Premium,27.06,12,14,5,12.3,0,3,0
2582,51,Female,Premium,32.61,2,10,3,38.8,0,1,0
2583,64,Male,Basic,14.0,8,23,5,6.5,0,2,0
2584,41,Female,Standard,23.09,18,14,1,4.6,0,2,0
2585,39,Female,Standard,22.83,7,17,3,35.6,2,1,0
2586,22,Male,Premium,30.88,6,20,7,7.9,0,0,0
2587,50,Female,Basic,12.26,17,14,5,10.6,1,3,0
2588,53,Male,Standard,21.34,4,16,5,31.6,0,1,0
2589,64,Female,Premium,39.63,38,14,5,20.2,0,3,0
2590,37,Female,Standard,18.94,15,17,20,11.7,0,0,1
2591,36,Male,Standard,24.3,20,18,19,5.8,0,3,0
2592,52,Female,Basic,11.34,3,12,3,28.9,1,3,0
2593,69,Male,Basic,14.94,9,13,3,4.0,0,1,0
2594,60,Male,Basic,13.34,12,20,5,52.7,0,0,0
2595,34,Female,Premium,32.48,39,16,0,3.3,1,2,0
2596,62,Male,Basic,13.06,35,9,2,32.7,0,2,0
2597,60,Male,Standard,18.44,6,10,1,11.0,1,3,0
2598,51,Male,Standard,18.46,22,17,1,4.1,0,1,0
2599,26,Male,Basic,10.56,6,10,7,10.3,0,0,0
2600,43,Male,Standard,17.02,72,18,3,5.0,1,0,0
2601,19,Male,Standard,19.12,72,14,1,2.9,0,0,0
2602,70,Female,Premium,36.67,19,18,15,5.5,0,3,0
2603,26,Male,Standard,21.46,28,19,14,40.4,0,0,1
2604,26,Female,Standard,16.91,38,10,13,2.2,0,2,1
2605,57,Female,Basic,14.25,30,12,3,71.9,1,3,0
2606,34,Male,Premium,34.41,28,19,0,0.1,1,0,0
2607,18,Female,Basic,14.79,72,12,0,21.5,2,2,0
2608,42,Female,Premium,35.37,21,14,2,38.8,1,2,0
2609,60,Male,Basic,10.87,24,11,1,54.3,0,1,0
2610,57,Male,Premium,32.62,45,10,14,3.1,0,1,0
2611,59,Male,Standard,21.83,26,9,30,24.0,0,1,1
2612,42,Female,Premium,26.39,31,17,11,2.3,1,0,0
2613,56,Female,Basic,10.06,6,12,9,8.7,0,3,0
2614,52,Male,Standard,17.15,11,18,6,26.3,0,1,0
2615,20,Male,Standard,18.25,3,16,10,8.5,2,1,0
2616,67,Female,Premium,32.0,16,18,20,7.5,1,1,1
2617,54,Female,Basic,12.43,14,25,6,2.5,0,0,0
2618,61,Female,Premium,27.92,72,13,1,1.4,0,2,0
2619,61,Female,Premium,35.42,22,11,1,2.4,0,1,0
2620,68,Male,Basic,12.97,37,17,6,41.7,0,2,0
2621,47,Female,Premium,30.11,9,10,2,0.2,1,0,1
2622,55,Female,Standard,16.11,42,21,16,23.6,0,0,0
2623,51,Female,Standard,16.69,22,13,6,29.3,1,4,0
2624,29,Female,Basic,11.95,28,14,7,16.8,0,3,0
2625,36,Male,Standard,17.38,8,20,0,26.2,0,2,0
2626,54,Male,Standard,19.38,19,17,4,21.1,0,1,0
2627,61,Female,Standard,21.64,24,10,3,12.2,1,1,0
2628,66,Female,Standard,20.92,21,17,8,9.6,2,1,1
2629,34,Male,Standard,18.07,59,14,3,56.7,0,3,0
2630,27,Male,Standard,19.08,54,15,26,71.5,1,1,1
2631,66,Female,Basic,13.06,72,16,7,21.1,0,1,0
2632,64,Female,Premium,38.04,26,11,7,4.4,1,2,1
2633,29,Male,Standard,22.77,72,14,17,11.9,1,2,0
2634,33,Male,Basic,12.76,42,18,37,13.7,0,0,0
2635,41,Male,Basic,11.8,7,10,1,28.4,1,2,0
2636,36,Male,Standard,19.28,13,11,11,22.0,0,2,0
2637,25,Male,Premium,38.3,6,15,1,14.5,1,1,0
2638,48,Male,Basic,10.19,1,14,4,22.8,0,2,1
2639,38,Female,Standard,24.88,4,20,0,0.5,0,1,1
2640,34,Male,Basic,13.31,1,22,6,30.0,0,1,0
2641,40,Male,Standard,22.12,30,18,4,4.8,1,3,0
2642,54,Male,Premium,26.52,13,12,6,21.4,1,2,0
2643,33,Male,Premium,34.47,8,21,7,2.4,1,1,0
2644,23,Female,Basic,12.41,34,16,6,2.4,1,4,1
2645,25,Female,Standard,16.94,42,14,2,0.7,0,3,0
2646,42,Male,Basic,11.38,72,20,12,48.2,0,0,0
2647,35,Female,Standard,24.0,24,12,5,18.6,0,0,0
2648,42,Female,Premium,33.69,14,14,4,9.0,3,2,0
2649,29,Female,Premium,31.78,8,9,30,31.0,0,3,0
2650,32,Female,Basic,10.35,6,13,2,19.7,0,5,0
2651,43,Female,Premium,35.99,5,13,5,19.4,1,2,1
2652,58,Female,Standard,22.32,12,15,8,13.4,0,0,0
2653,62,Male,Basic,13.06,72,15,0,0.2,0,1,1
2654,43,Male,Standard,20.58,1,18,3,6.0,0,0,0
2655,64,Male,Standard,19.89,5,10,11,2.3,0,0,1
2656,49,Male,Standard,21.33,5,18,1,21.7,1,5,1
2657,27,Male,Standard,18.09,30,21,4,5.7,0,0,0
2658,33,Female,Standard,24.46,10,12,6,12.0,0,1,0
2659,24,Male,Basic,12.93,14,16,7,8.7,1,0,0
2660,34,Male,Premium,30.35,3,13,9,3.1,0,0,0
2661,40,Female,Standard,20.04,12,3,14,63.6,1,2,1
2662,43,Female,Basic,14.02,2,21,3,54.2,0,2,0
2663,38,Male,Premium,28.25,18,16,8,1.8,0,1,1
2664,39,Female,Premium,30.09,2,12,9,35.1,0,0,0
2665,24,Female,Premium,35.5,37,9,2,13.4,0,1,0
2666,31,Female,Basic,11.57,20,17,24,29.7,1,1,1
2667,32,Female,Basic,13.95,30,15,14,3.3,2,1,1
2668,70,Male,Standard,17.16,13,18,2,2.8,0,3,1
2669,24,Female,Basic,13.8,11,12,7,44.3,1,1,1
2670,26,Male,Premium,26.95,2,19,8,45.6,1,4,1
2671,68,Male,Basic,10.05,17,13,3,12.5,0,0,0
2672,65,Female,Basic,14.48,17,9,13,40.8,0,1,0
2673,25,Female,Standard,21.22,15,11,8,22.0,0,3,0
2674,67,Female,Basic,11.75,32,13,7,4.1,0,3,1
2675,40,Male,Premium,29.25,42,9,1,8.0,0,3,0
2676,46,Female,Standard,21.54,33,16,3,2.9,1,3,0
2677,35,Female,Basic,12.54,3,17,3,29.7,1,0,1
2678,48,Female,Basic,14.95,23,16,9,84.3,2,0,1
2679,47,Female,Standard,24.84,2,14,6,15.8,0,2,0
2680,69,Female,Basic,13.17,28,16,0,21.3,0,1,1
2681,56,Male,Standard,19.98,11,18,2,27.4,0,3,0
2682,52,Female,Standard,20.41,3,10,4,5.1,0,5,1
2683,35,Female,Standard,22.13,47,12,9,8.2,1,0,1
2684,59,Female,Premium,27.41,22,12,9,10.6,1,1,1
2685,56,Male,Premium,30.59,10,9,4,18.1,0,1,0
2686,34,Female,Premium,27.04,1,8,0,38.0,0,2,0
2687,31,Male,Basic,10.36,18,15,2,5.9,0,2,0
2688,48,Male,Basic,10.97,61,20,2,12.7,0,0,0
2689,41,Female,Basic,12.42,21,14,10,27.8,2,3,1
2690,52,Female,Premium,36.98,72,16,1,1.8,0,1,0
2691,61,Female,Premium,32.79,3,15,4,14.4,0,0,0
2692,62,Male,Premium,30.69,20,12,7,3.1,0,2,1
2693,51,Male,Basic,10.4,38,18,23,15.5,0,1,0
2694,20,Male,Premium,33.69,17,14,50,29.2,1,1,1
2695,54,Male,Standard,18.43,2,19,21,5.4,0,2,1
2696,60,Male,Basic,13.06,20,20,8,37.9,0,3,0
2697,57,Male,Standard,24.78,22,8,9,8.2,1,2,1
2698,43,Female,Basic,10.55,31,10,9,4.2,0,2,0
2699,40,Female,Standard,17.9,34,24,13,12.5,0,2,1
2700,61,Male,Basic,12.36,35,22,21,41.8,0,3,0
2701,56,Female,Standard,24.71,26,21,4,1.4,0,1,0
2702,32,Female,Standard,22.94,5,23,3,7.9,1,3,0
2703,66,Male,Premium,38.57,12,13,4,21.2,1,3,0
2704,21,Male,Standard,18.99,35,14,7,8.9,1,3,1
2705,46,Female,Standard,24.92,72,18,10,1.5,2,3,0
2706,39,Male,Premium,27.43,1,16,14,8.1,1,4,1
2707,42,Male,Premium,26.73,18,20,4,34.4,0,1,0
2708,30,Female,Basic,14.27,8,17,3,68.9,0,1,0
2709,35,Male,Standard,24.34,6,12,28,0.8,1,1,1
2710,50,Female,Basic,10.44,16,13,1,16.8,1,1,0
2711,33,Female,Basic,10.56,22,10,1,2.2,0,1,1
2712,62,Female,Standard,16.29,1,16,8,22.8,0,0,0
2713,59,Female,Premium,27.45,36,15,1,0.2,1,2,1
2714,61,Female,Basic,11.04,41,12,3,0.3,0,0,0
2715,19,Male,Premium,39.57,72,15,2,30.0,3,1,0
2716,52,Male,Premium,35.34,4,19,1,1.5,3,0,1
2717,59,Male,Premium,36.89,21,14,6,7.3,1,2,0
2718,51,Male,Basic,13.87,13,22,3,63.4,0,0,0
2719,47,Female,Premium,33.48,9,11,4,84.3,1,0,0
2720,30,Female,Basic,13.98,20,13,1,3.5,0,1,1
2721,30,Male,Standard,21.35,36,22,10,16.5,1,2,0
2722,35,Female,Basic,11.56,1,24,2,16.4,0,2,0
2723,49,Male,Basic,12.8,72,7,2,12.0,0,3,0
2724,49,Male,Standard,20.79,39,12,2,51.7,0,1,0
2725,52,Male,Standard,23.4,33,15,3,28.1,2,2,1
2726,56,Female,Basic,14.9,34,8,4,28.9,1,2,0
2727,63,Female,Basic,12.05,11,16,5,6.3,0,1,0
2728,69,Female,Standard,22.86,33,15,24,11.4,1,1,1
2729,46,Female,Basic,10.49,11,19,16,13.4,0,1,0
2730,66,Male,Premium,36.87,54,11,6,7.1,2,4,0
2731,46,Female,Basic,11.85,4,14,0,2.0,0,2,0
2732,70,Female,Basic,10.19,8,14,6,2.7,0,0,0
2733,61,Female,Basic,11.81,19,21,0,4.0,0,2,0
2734,33,Male,Standard,21.49,9,12,8,4.6,2,3,0
2735,61,Male,Basic,10.59,13,17,3,5.5,1,1,0
2736,64,Female,Basic,14.61,16,16,12,5.9,0,4,0
2737,27,Female,Premium,27.08,46,14,19,12.2,1,0,0
2738,47,Female,Standard,24.36,17,16,3,14.2,1,2,1
2739,42,Female,Basic,13.53,10,10,4,7.4,0,3,1
2740,56,Male,Standard,18.96,6,14,6,47.6,0,2,0
2741,37,Female,Premium,31.46,12,17,1,16.1,1,2,0
2742,22,Female,Basic,13.69,17,16,18,31.0,0,1,1
2743,18,Female,Basic,13.0,32,9,3,51.6,1,2,1
2744,47,Male,Premium,35.39,3,13,1,3.6,0,0,1
2745,66,Male,Standard,19.49,6,9,10,11.2,1,0,0
2746,20,Female,Standard,20.38,11,14,1,11.4,0,0,0
2747,62,Female,Basic,14.94,10,12,1,8.8,0,2,0
2748,31,Female,Basic,11.06,11,12,5,0.2,0,0,1
2749,47,Female,Standard,19.75,37,15,7,33.9,0,2,0
2750,67,Female,Basic,11.45,9,11,5,2.4,1,1,1
2751,21,Male,Standard,22.88,16,13,7,100.0,0,1,0
2752,35,Male,Standard,22.87,23,18,0,29.7,0,1,0
2753,54,Male,Basic,11.45,6,15,4,17.4,0,3,0
2754,42,Female,Premium,27.13,30,15,3,3.4,0,0,0
2755,65,Male,Premium,26.15,19,21,25,14.5,0,1,0
2756,18,Male,Standard,19.84,14,11,0,6.1,0,0,0
2757,70,Male,Basic,12.04,39,11,2,5.8,0,0,0
2758,63,Female,Basic,14.93,6,21,19,35.4,0,1,0
2759,32,Female,Standard,20.22,51,20,28,9.6,0,3,1
2760,26,Male,Basic,11.27,19,21,12,12.0,1,1,1
2761,32,Female,Premium,38.47,22,24,0,37.0,0,0,0
2762,66,Male,Basic,12.45,49,15,5,1.8,0,4,1
2763,41,Male,Standard,21.38,40,16,3,18.1,0,3,0
2764,21,Male,Basic,10.47,22,18,11,17.3,0,1,1
2765,29,Male,Standard,19.44,33,13,0,11.1,0,1,0
2766,54,Female,Basic,14.71,13,13,1,35.4,1,3,0
